,title,company,location,salary,summary
68,Sr. Design Technologist (Interaction/AppFlow),,"New York, NY+4 locations",,"5+ years of experience as a front-end technologist, engineer, or UX prototyper.Bachelor's degree in design, human-computer interaction (HCI), design, or…"
69,Creative Product Technologist,,"New York, NY",,"The ideal candidate will be comfortable in a hybrid position, spending their time developing new rich media advertising formats and dynamic creative solutions…"
70,Creative Technologist - Digital Experience Design - Senior,,"New York, NY 10020 (Midtown area)",,"Exceptional critical thinking and creative problem-solving skills.Collaborate with clients, design teams and other technologists on projects across multiple…"
71,Capgemini Invent- Design Technologist II,,"New York, NY",,"As a Design Technologist, you’ll use the latest tools and techniques to take projects from idea to reality.Worked on 1+ production applications using a major…"
72,Senior Design Technologist,,"New York, NY+1 location",,"As a Senior Design Technologist, you'll use the latest tools and techniques to take projects from idea to reality."
73,Senior Design Technologist (Front End Developer),,"New York, NY",,"As a Senior Design Technologist focusing on Front End Development, you'll use the latest tools and techniques to take projects from idea to reality."
74,Senior Design Technologist (Full Stack Developer),,"New York, NY",,"As a Senior Design Technologist focusing on Full Stack Development, you'll use the latest tools and techniques to take projects from idea to reality."
75,"Design Technologist/Senior Design Technologist, Design Syste...",,"Remote in New York, NY 10007",,You will help level up the way designers and engineers work together and help evolve our Design System into a core part of our software toolkit.
76,"Design Technologist (STEM, Maker Education)",,"New York, NY 10018 (Garment District area)",,"Imagine - you can design a dream STEM project that a group of 5-7yo children can work on for a week.In collaboration with our curriculum team, you will utilize…"
77,"CIB - Sr. UI Developer / Creative Technologist, Associate",,"New York, NY",,"The Creative Technologist develops and refines tools essential to product development, design systems, communication and application development."
78,Senior Creative Technologist,,"New York, NY",,"Builds strong relationships with creatives for collaboration on creative ideas.Plays a key role in evolving the agency creative vision, creating prototypes to…"
79,Creative Technologist,,"New York, NY 10019 (Midtown area)",,"We create, package and sell products with cutting-edge technology and proprietary platforms.Prototype and develop bespoke interactive stories—collaborating…"
80,"Creative Technologist, Creative Shop Labs",,"New York, NY",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
81,Web Design Technologist,,"New York, NY",,Location: Flexible (ET operating hours)*.Storytelling and visual design are your hallmark strengths and you are an expert user of design software (ideally…
82,Design Technologist,,"New York, NY",,"As a member of RISIRISA’s design team, you will be joining an interdisciplinary group of scientists, mathematicians, designers, and engineers that work with…"
83,Sr. Design Technologist (Interaction/AppFlow),,"New York, NY+4 locations",,"5+ years of experience as a front-end technologist, engineer, or UX prototyper.Bachelor's degree in design, human-computer interaction (HCI), design, or…"
84,Creative Product Technologist,,"New York, NY",,"The ideal candidate will be comfortable in a hybrid position, spending their time developing new rich media advertising formats and dynamic creative solutions…"
85,Creative Technologist - Digital Experience Design - Senior,,"New York, NY 10020 (Midtown area)",,"Exceptional critical thinking and creative problem-solving skills.Collaborate with clients, design teams and other technologists on projects across multiple…"
86,Capgemini Invent- Design Technologist II,,"New York, NY",,"As a Design Technologist, you’ll use the latest tools and techniques to take projects from idea to reality.Worked on 1+ production applications using a major…"
87,Senior Design Technologist,,"New York, NY+1 location",,"As a Senior Design Technologist, you'll use the latest tools and techniques to take projects from idea to reality."
88,Senior Design Technologist (Front End Developer),,"New York, NY",,"As a Senior Design Technologist focusing on Front End Development, you'll use the latest tools and techniques to take projects from idea to reality."
89,Senior Design Technologist (Full Stack Developer),,"New York, NY",,"As a Senior Design Technologist focusing on Full Stack Development, you'll use the latest tools and techniques to take projects from idea to reality."
90,"Design Technologist/Senior Design Technologist, Design Syste...",,"Remote in New York, NY 10007",,You will help level up the way designers and engineers work together and help evolve our Design System into a core part of our software toolkit.
91,"Design Technologist (STEM, Maker Education)",,"New York, NY 10018 (Garment District area)",,"Imagine - you can design a dream STEM project that a group of 5-7yo children can work on for a week.In collaboration with our curriculum team, you will utilize…"
92,"CIB - Sr. UI Developer / Creative Technologist, Associate",,"New York, NY",,"The Creative Technologist develops and refines tools essential to product development, design systems, communication and application development."
93,Senior Creative Technologist,,"New York, NY",,"Builds strong relationships with creatives for collaboration on creative ideas.Plays a key role in evolving the agency creative vision, creating prototypes to…"
94,Creative Technologist,,"New York, NY 10019 (Midtown area)",,"We create, package and sell products with cutting-edge technology and proprietary platforms.Prototype and develop bespoke interactive stories—collaborating…"
95,"Creative Technologist, Creative Shop Labs",,"New York, NY",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
96,Web Design Technologist,,"New York, NY",,Location: Flexible (ET operating hours)*.Storytelling and visual design are your hallmark strengths and you are an expert user of design software (ideally…
