,title,company,location,salary,summary
11,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+2 locations",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
12,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
13,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
14,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
15,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
16,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
17,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
18,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
19,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+2 locations",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
20,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
21,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
22,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
23,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
24,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
25,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
26,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
27,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+2 locations",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
28,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
29,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
30,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
31,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
32,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
33,"Creative Technologist, Creative Shop Labs",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"5+ years of experience in creative technology, or similar role.Portfolio of projects that demonstrate your skills as a technologist/developer."
34,Creative Technologist - Wayfair Next,Wayfair,"San Francisco, CA",,"Not just an engineering and creative mindset, but an entrepreneurial mindset.Participate in the tech & creative community by publishing blogs/papers,…"
35,"Design Technologist, Devices",Amazon.com Services LLC,"San Francisco, CA+1 location",,"As a trusted technologist in the UX team, you will be expected to provide early technology assessments to advise designers on what is possible in our production…"
36,"Creative Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a creative technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
37,"Design Technologist, Block Brand + Purpose",Block,"San Francisco, CA",,We're looking for a design technologist to help bring the Block brand to life through creative interactive experiences.Experience with WebGL and GLSL.
38,Creative Technologist,InVision Communications Inc.,"Temporarily Remote in Walnut Creek, CA 94596",,Present to clients and prospects to promote InVision’s commitment to superior creative.EDUCATION/EXPERIENCE: This position requires a minimum of seven (7)…
39,Sr. Design Technologist,PlayStation Global,"San Francisco, CA",,Bridge our design and development teams by implementing prototype versions of new features and products using the same technologies used in the real products.
40,"newDesign Technologist, Creative Marketing",Square,"San Francisco, CA+1 location",,"Take creative direction and expand on concept ideas for tactics, with a solid and active contribution in creative reviews.2+ years of relevant work experience."
