,title,company,location,salary,summary
39,UX/HF Designer,General Dynamics Information Technology,"Fort Belvoir, VA",,GDIT is currently looking to hire a UX/HF Designer for a Defense Threat Reduction Agency Data Science Program.
40,"UX Product Designer, LoopNet",CoStar Group,"Washington, DC 20005 (Logan Circle area)",,"Collaboratively with a diverse group of colleagues including product leads, researchers, engineers, marketing leads, and other designers."
41,UI Designer,ZeniMax Media Inc.,"Rockville, MD 20850",,Experience working on a team of designers.They have worked with a team of designers and product leads.They will work with UX designers to build prototypes for…
42,UX/UI Designer - Consumer Card & Bank Experience Design,Capital One - US,"McLean, VA+9 locations",,UX/UI Designer - Consumer Card & Bank Experience Design.The Consumer Card and Bank Experience Design team at Capital One is at the forefront of enriching our…
43,UI/UX Designer,CTAC,"Falls Church, VA 22042",,"The candidate will be responsible for understanding the client’s goals, user needs, and technology to create an optimal user experience and design."
44,Lead UX Designer - Small Business,Capital One - US,"McLean, VA",,"Collaborating with technology, product, and business teams to uncover customer and business needs, then translating them into engaging, simple, and intuitive…"
45,UI Designer,ZeniMax Media Inc.,"Rockville, MD 20850",,Experience working on a team of designers.They have worked with a team of designers and product leads.They will work with UX designers to build prototypes for…
46,UX/UI Designer - Consumer Card & Bank Experience Design,Capital One - US,"McLean, VA+10 locations",,UX/UI Designer - Consumer Card & Bank Experience Design.The Consumer Card and Bank Experience Design team at Capital One is at the forefront of enriching our…
47,UI/UX Designer,CTAC,"Falls Church, VA 22042",,"The candidate will be responsible for understanding the client’s goals, user needs, and technology to create an optimal user experience and design."
48,UI/UX Designer,Securiport,"Washington, DC",,"Securiport LLC is a US company based in Washington, DC, that specializes in the design and implementation of passenger biometric recognition, immigration…"
49,Junior UX Designer,Octo,"Reston, VA 20191 (Hunter area)+2 locations",,"At least 1+ years of user research and design experience as a key, hands-on designer on an Agile team through the development cycle of web, mobile, API and/or…"
50,Product Designer,Tekmetric,"Remote in Washington, DC",,Work with other product designers and front-end engineering team to manage a design system used within the consumer product ecosystem.
51,newProduct Designer,"ESRI, Inc.","Vienna, VA 22182",,Work closely with other designers and product engineers to iterate on visual designs.Proven ability to solve problems in collaboration with a team of designers…
52,"Supervisory User Experience and Design (Manager, UXD) MSP",US Internal Revenue Service,"Hybrid remote in Washington, DC 20224",,OLS is responsible for developing handy applications such as IRS2GO (a smartphone application that lets taxpayers interact with the IRS using a mobile device)…
53,UI/UX Designer,Municipal Securities Rulemaking Board,"Washington, DC 20005 (Downtown area)",,"The UI/UX designer will support our visual communications strategy by ensuring that the user interface design, functionality, and content structure for our…"
54,newRemote UX Designer,Piper Companies,"Remote in McLean, VA 22102",,"Working directly with customers, product management, agile engineering teams, and other internal functions you will conduct user research, prototype, and create…"
55,newUX Designer*,"Visionist, Inc.","Columbia, MD 21046+1 location",,5 years of experience as UX designer working on projects of similar scope and complexity.\*\* A**ctive Top Secret (TS/SCI) clearance with polygraph required.\*…
56,User Interface (UI) Designer,University of Maryland,"College Park, MD 20742",,The designer will be responsible for helping architect the university’s design system and craft engaging user-centric digital experiences.
57,"newDesign Researcher, Tech. Exp. Design",Capital One - US,"McLean, VA+4 locations",,"Actively teach and mentor designers.Helping designers and non-designers on project teams understand and apply research findings by framing problems, defining…"
58,UI/UX Designer - Small Business Design,Capital One - US,"McLean, VA+3 locations",,You’re able to present research findings and design concepts to designers and product partners.The ideal candidate will have experience working across the…
59,newSenior UX Designer (Remote),ICF,"Remote in Fairfax, VA 22031",,"Support and facilitate requirements gathering and communicate with clients to understand their business goals and objectives, and establish key design tenets to…"
60,UX Designer,Innovative Defense Technologies (IDT),"Arlington, VA 22203 (Bluemont area)",,"The designer will take customer use cases, requirements, and feedback into shaping the overall vision of the product ecosystem.BA/BS in a relevant field."
61,Product Designer,Meta,"Washington, DC 20004 (Penn Quarter area)+1 location",,"Give and solicit feedback from designers and a broader product team in order to continually raise our bar for quality, while also taking on mentorship."
62,UI/UX Designer,Octo,"Temporarily Remote in Reston, VA 20191",,"As a UI/UX Designer with Octo, you will join a large Agile development team responsible for modernizing, iteratively developing on and maintaining operations…"
63,newUX Designer,GridPoint,"Reston, VA 20190 (Sunset Hills area)",,GridPoint’s Product Design team is built to ensure that our products showcase a deep empathy for our customers.
64,Senior UX Designer - Enterprise Platforms - All FINRA Locati...,Finra,"Rockville, MD 20850",,Acts as the primary designer for complex products and/or programs.The Senior UX Designer works under minimal supervision of senior development or design staff…
65,UX/HF Designer,General Dynamics Information Technology,"Fort Belvoir, VA",,GDIT is currently looking to hire a UX/HF Designer for a Defense Threat Reduction Agency Data Science Program.
66,"Visual Designer, Creative",Morning Consult,"Remote in Washington, DC 20005",,Assist with professional development and passively mentor more junior designers on the team.Be eager to learn and grow as a designer and constantly improve…
67,Senior Web/Graphic Designer - Remote,ICF,"Remote in Rockville, MD 20850",,"Be comfortable collaborating with writers, editors, motion graphics designers, UX designers, and front-end and back-end developers.(HTML/CSS is a plus.)."
68,User Experience Designer I,Navy Federal Credit Union,"Temporarily Remote in Vienna, VA 22180",,"Work with business partners and market researchers, designers, and program managers to solve complex UX design problems and deliver results."
69,newWeb Designer,George Mason University,"Fairfax, VA 22030",,Provide audience insight and define success using evidence-based metrics and analytics.Improve efficiency by implementing new technologies and promoting a…
70,Federal - Visual Designer ++,Accenture,"Arlington, VA+1 location",,"A vital component of AFS, our Digital Studio consists of 160+ designers, data scientists, creative technologists and thinkers who drive innovation that…"
71,Visual Designer,Amazon.com Services LLC,"Arlington, VA",,"An outstanding portfolio of work demonstrating mastery in creating effective human centered design solutions with measurable results, Visual narrator and taste…"
72,Senior UX Designer,NCARB,"Remote in Washington, DC 20005",,"Assistant Vice President, Product Management.Washington, DC Metro Area or US Remote.The National Council of Architectural Registration Boards (NCARB) is a…"
73,UI/UX designer,Melkotech,"Reston, VA",,"To be successful in this role, the UI/IX designer will demonstrate proficiency with design software and wireframe tools.Working knowledge of HTML and CSS."
74,newSenior UX Designer : 22-01712,Akraya Inc.,"Remote in Washington, DC",,Owning development of UX strategy for new products and integration of existing ones in collaboration with senior product managers.
75,Senior UX/UI Designer - Small Business,Capital One - US,"McLean, VA+1 location",,You’re able to present research findings and design concepts to designers and product partners.Our Small Business team is hiring a Manager level UX/UI designer…
