,title,company,location,salary,summary
13,FRONT-END DESIGNER,University of Washington,"Seattle, WA 98195 (University District area)",,"Collaborate with designer to create user flows, wireframes, prototypes and mockups.With an emphasis on usability and accessibility, you will partner with a…"
14,3D Content Designer,Microsoft,"Redmond, WA 98052 (Overlake area)",,"Work closely with UX and visual designers to realize a strong visual language across experiences and products.Help create concept designs, as needed."
15,UI/UX Designer: 6-month contract,Valence,"Remote in Bellevue, WA 98004",,"Valence is a digital strategy, design, and engineering firm that is centered on the client experience and informed by the future.12 weeks paid Parental Leave."
16,UI Designer,Patent Guru,"Redmond, WA",,We are looking for an experienced Product designer with a passion for creating intuitive and delightful user experiences.401k with up to 6% match.
17,Senior UX Designer,Tyler Technologies,"Seattle, WA 98104+1 location",,Partner with other designers to improve your overall product vision and strategy.Collaborate with engineers and product managers to define features and…
18,Presentation Designer,Microsoft,"Redmond, WA 98052 (Overlake area)",,"Build visual narratives and concepts that tell the story while adhering to visual communication strategy goals to ensure presentation success, collaborating…"
19,Product Designer - Consumer Experiences,Visa,"Bellevue, WA+2 locations",,"Candidates will have the opportunity to design usable, accessible and engaging user experiences for Visa's digital product line with senior-level talent…"
20,"newPrincipal Product Designer, Customer Innovation",REI,"Remote in Seattle, WA+1 location",,"The ideal candidate will have proven experience tackling ambiguous customer problems, driving a wide range of customer discovery activities, and implementing…"
21,"Senior Product Designer, Contact Center","Zoom Video Communications, Inc.","Remote in Seattle, WA",,"Plan, prioritize, coordinate, and conduct interaction & interface design, asset design & production, conceptual design, and usability testing."
22,Product Designer II,AT&T,"Seattle, WA+1 location",,The Product Design Team is responsible for delivering products that will shape the landscape of the digital and TV advertising industries.
23,UX Designer,Dremio,"Remote in Seattle, WA",,You have experience as a UX designer for SaaS applications.We are looking for a UX designer who is passionate about designing tools that empower developers to…
24,newSenior UX Designer,"Amazon Dev Center U.S., Inc.","Seattle, WA+52 locations",,"5+ years of experience as a user experience designer, interaction designer, information architect, or similar role."
25,Principal Industrial Designer – Advanced Development Program...,Blue Origin,"Seattle, WA",,"As part of a team of diverse spacecraft development engineers, you are accountable for defining and applying expectations and appropriate standards for the…"
26,"Product Designer - Opportunity for Working Remotely Seattle,...",VMware,"Remote in Seattle, WA+1 location",,"As part of a highly collaborative group of creative problem solvers with a passion for innovation, you will build intuitive, and meaningful products in the…"
27,Experience Designer – Growth,Best Buy,"Remote in Seattle, WA 98109",,"Work with experience designers, product managers, engineering leads, and business stakeholders to gain alignment on solutions and align customer and business…"
28,newUX Designer (Hybrid),Blue Nile,"Remote in Bellevue, WA 98007",,You will be sharing your vision and experience design approach with a small team of passionate designers who are responsible for the implementation of strong…
29,Return to Work - Content Designer,Meta,"Seattle, WA 98109 (South Lake Union area)+6 locations",,All candidates are expected to commit to a consecutive 24-week timeframe for successful completion of the program.UX writing and communication experience.
30,newUX Designer (Hybrid),Blue Nile,"Remote in Bellevue, WA 98007",,You will be sharing your vision and experience design approach with a small team of passionate designers who are responsible for the implementation of strong…
31,Return to Work - Content Designer,Meta,"Seattle, WA 98109 (South Lake Union area)+6 locations",,All candidates are expected to commit to a consecutive 24-week timeframe for successful completion of the program.UX writing and communication experience.
32,UX Designer,Wyze Labs,"Remote in Kirkland, WA",,"UIUX designers will be part of a team who's responsible for the design, development, and testing of our next generation smart home camera products (both indoor…"
33,newSenior UX Designer,Microsoft,"Bellevue, WA+6 locations",,The role’s broad scope will give you ample room to flex your design muscles—both on projects that have immediate impact on the Dynamics 365 business as well in…
34,"Visual Designer, Amazon Payment Products",Amazon.com Services LLC,"Seattle, WA+5 locations",,"An outstanding portfolio of work demonstrating mastery in creating effective human-centered design solutions with measurable results, Visual narrator and taste…"
35,Product Designer,"PitchBook Data, Inc.","Seattle, WA 98164 (Downtown area)+2 locations",,"As a Product Designer at PitchBook, you will be a true advocate for our users in the creation of powerful data and analysis tools to support complex workflows."
36,"Senior UX Designer, Shop Services",REI,"Remote in Seattle, WA",,"Serve as an embedded designer on a cross-functional team partnering closely with Product Managers, Research, Engineering and Analytics counterparts to deliver…"
37,UX Designer,Deloitte,"Seattle, WA 98104 (Downtown area)+3 locations",,"Collaborate with other groups like developers, engagement managers, and UX designers to deliver high-quality creative for both internal and client-facing…"
38,UX/UI Designer (Remote),Brafton,"Remote in Seattle, WA",,As part of Brafton’s push to produce a Content Marketing SaaS product we are adding UX/UI designer to our in-house team (so as not to denigrate past or current…
39,"UX Designer, Digital User Experience - Opportunity for Worki...",VMware,"Remote in Seattle, WA",,"Meet your immediate team and cross-functional partners,.Get familiar with the tools and processes the design team leverages in day-to-day operations,."
40,"UX Designer, Shop Services",REI,"Remote in Seattle, WA+5 locations",,"Serve as an embedded designer on a cross-functional team partnering closely with Product Managers, Research, Engineering and Analytics counterparts to deliver…"
41,UX Designer (Remote),Ansira,"Remote in Seattle, WA",,We offer our customers cutting-edge solutions powered by AI that increase connections with car shoppers to drive sales and customer loyalty.
42,newVisual & UX/UI Designer,Cascade Public Media,"Seattle, WA 98109 (Uptown area)",,"Seattle, hybrid schedule available, must reside in WA State.Assess, research and recommend design solutions for Cascade Public Media’s digital platform…"
43,Visual Designer - Contract,System1,"Seattle, WA",,2-3 years of experience working as a visual designer.Assist our UX designer with light UI for product initiatives (as needed).
44,newSenior UX Designer,Redcloud Consulting,"Remote in Redmond, WA",,"Innovate and create information architecture, personas, wireframes, user flows necessary to develop compelling brand and user experiences to communicate your…"
45,User Experience Designer II,Expedia.com,"Seattle, WA 98119 (Queen Anne area)+4 locations",,"Gain experience facilitating idea generation with other designers, content strategists, researchers as well as product and engineering partners."
46,User Interface Designer,SARJ,"Seattle, WA 98101 (Denny Triangle area)",,"You must be skilled at writing your own front-end code (CSS, HTML, maybe even JavaScript) and your knowledge of web standards is always growing."
47,"Sr. UX Designer, AWS Supply Chain",Amazon.com Services LLC,"Seattle, WA",,"6+ years experience as a user experience designer, interaction designer, visual designer, information architect, or similar UX-related role creating digital…"
48,Senior Product Designer,Augment,"Seattle, WA",,Collaborate with some of the biggest names in the design industry on our branding and website design.Partner with engineers and product teams to work together…
49,newSenior Graphic Designer,Dremio,"Remote in Seattle, WA",,"Dremio's SQL Lakehouse Platform simplifies data engineering and eliminates the need to copy and move data to proprietary data warehouses or create cubes,…"
50,Senior/Lead UX Designer - Tableau,Salesforce,"Seattle, WA",,"As a designer at Tableau, you’ll create product experiences that empower people to see and understand data.Our work helps individuals and organizations unlock…"
51,Product Designer II - Viewer Growth,Hulu,"Seattle, WA",,Partner with and mentor associate designers on your team.Influence and shape the product and feature design direction by partnering closely with senior…
52,"Lead UX Designer, Data Management",Tableau,"Seattle, WA+1 location",,"As a designer at Tableau, you’ll create product experiences that empower people to see and understand data.Our work helps individuals and organizations unlock…"
53,Senior UX Product Designer,Workday,"Seattle, WA+1 location",,"You know how to solve hard problems and make the complex simple, collaborating with cross-functional teams to envision, design, and deliver high-quality…"
54,newPrincipal Designer,Microsoft,"Redmond, WA 98052 (Overlake area)",,"8+ years' experience as a designer and/or creative director.Experience and proven track record of working with a multi-disciplinary team of UI/UX designers,…"
55,Principal UX Architect,Microsoft,"Bellevue, WA",,Is a systems thinker able to take a holistic view of problems and work with designers and product managers to develop unified UX frameworks and solutions.
56,Marketing Graphic Designer,MoPOP,"Seattle, WA 98109 (Uptown area)",,The ideal candidate is a versatile designer with a talent for creating customer experiences and visual interactions that engage audiences with compelling…
57,UX/UI Designer,Placements.io,"Seattle, WA 98104 (Pioneer Square area)",,"Product | Seattle, WA or New York, NY USA.Placements.io is changing the way digital media publishers manage their advertising businesses."
58,Senior Product Designer,Duolingo,"Seattle, WA+1 location",,"Work collaboratively with other designers to develop and expand product design patterns.Work on the user experience across multiple Duolingo products, on…"
59,User Experience Designer,Siemens,"Bellevue, WA+1 location",,Own our research tools and channels and provide training to other UX designers and teams on best practices.The UX Designer in the Customer Experience team at…
60,Senior UX Designer (Chatbot Experience),American Express Global Business Travel,"Seattle, WA",,"Egencia’s global design team is seeking a User Experience Designer who has a passion for travel innovation, can transform complexity into clarity, and leads by…"
