,title,company,location,salary,summary
117,Senior PeopleSoft Developer,Eagle Harbor Solutions,"Washington, DC 20024 (Southwest Waterfront area)",,"This is a direct, full-time position with our company, working at our customer’s site in Washington DC.Must possess a Secret clearance to qualify for this…"
118,Technical Recruiter,Cloudbeds,"Remote in Washington, DC 20001",,"Collaborate with engineering recruiting teams to share competitive intelligence, prospective candidate leads, and placement of multiple technical roles."
119,Senior Product Designer (REMOTE),Optimity Advisors,"Remote in Washington, DC 20006",,"Mentor and provide feedback to other designers, with a focus on delivering high quality solutions.Our ideal candidate understands how people think, operate,…"
120,newSenior Digital Product Designer,"Contact Government Services, LLC","Washington, DC 20005 (Logan Circle area)",,"We are looking for a candidate who is a great team player and feels comfortable working with designers, developers, data analysts and product managers to create…"
121,newSenior Graphic Designer - TS/SCI,"Essential Network Solutions, LLC","Washington, DC 20032 (Anacostia area)",,"*FREE* Health, Dental, and Vision Insurance with premiums fully paid for by ENS.Short Term Disability and Long Term Disability.Job Types: Full-time, Contract."
122,UX Designer,Streetsense,"Washington, DC 20001 (Shaw area)",,"Minimum of 5 years of experience as a user experience designer, or similar role working with real time web and/or mobile applications."
123,SharePoint Developer,VG Systems,"Washington, DC 20001 (Shaw area)",,"Experience developing SharePoint solutions using existing web part configuration, SharePoint designer, workflows, InfoPath Designer, ASPX, HTML, CAML, XML, XSLT…"
124,C5ISR Engineer,Fincantieri Marine Group,"Washington, DC 20003 (Capitol Hill area)",,Responsible for developing and managing a group of engineers and designers to support the C5ISR efforts of the Naval Design group.
125,Advanced Naval Systems Technical Lead,Fincantieri Marine Group,"Washington, DC 20003 (Capitol Hill area)",,"Responsible for developing and managing a group of engineers and designers to support the C5ISR, Combat Systems, Cyber and Signatures efforts of the Naval…"
126,SharePoint Developer,TNDA Technologies Inc.,"Remote in Washington, DC 20004",,"Our clients achieve optimized service integration with our new processes, innovative concepts, and tools.This position is located in Norfolk, VA, providing…"
127,Intelligence Editor / Production Control Officer (Active TS/...,FedWriters,"Washington, DC",,The purpose of the position is to provide editorial support by adhering to publication and production standards of the intelligence community to disseminate…
128,Mid-Level UI/UX Designer/Developer,Amida Technology Solutions,"Temporarily Remote in Washington, DC 20006",,"We create open-source solutions that collect, reconcile, transform, and standardize data for business intelligence, predictive analytics, decision support, and…"
129,SharePoint Developer,Mayvin Inc,"Remote in Washington, DC 20005",,"We are a global technical and knowledge-based services company supporting defense, and intelligence, and federal civilian government customers."
130,Technical Writer,Eagle Harbor Solutions,"Washington, DC 20373 (Capitol Hill area)",,"Gathers feedback from customers, designers, and manufacturers to improve technical documents.Creates or works with graphic designers to create diagrams, charts…"
131,Senior Software Engineer - Ruby on Rails (Remote),Gray Digital,"Remote in Washington, DC",,"Communication - exceptional written, verbal, relationship building, and emotional intelligence skills.Mentor and advise fellow team members, from junior…"
132,Adaptive Security Senior Front End Software Engineer,Nuix,"Washington, DC",,"The server engineer will partner with customers, managers, subject matter experts, UI Developers, UX designers, and architects to develop robust and scalable…"
133,Senior Frontend Software Engineer,Recruiting From Scratch,"Remote in Washington, DC 20057",,"You'll also be heavily involved in the design process with product designers and product managers.Through automation and artificial intelligence, they…"
134,SharePoint Developer (Financial Executive Support),"The Kenjya-Trusant Group, LLC","Washington, DC 20005 (Logan Circle area)",,The Kenjya-Trusant Group is seeking a SharePoint Developer(Exec Support) to support the Department of Homeland Security (DHS) Science and Technology Directorate…
135,Advanced Naval Systems Technical Lead,Fincantieri Marine Group,"Washington, DC 20003 (Capitol Hill area)",,"Responsible for developing and managing a group of engineers and designers to support the C5ISR, Combat Systems, Cyber and Signatures efforts of the Naval…"
136,Adaptive Security Senior Front End Software Engineer,Nuix,"Washington, DC",,"The server engineer will partner with customers, managers, subject matter experts, UI Developers, UX designers, and architects to develop robust and scalable…"
137,Sustainable Design Specialist (Analysis),HOK,"Washington, DC",,"Assist designers, clients, engineers and contractors with sustainable design research and implementation.You will also contribute to marketing pursuits and…"
138,Full-Stack Software Engineer - Department of Defense,Barbaricum,"Washington, DC",,"Works with data scientists, UX designers, cognitive scientists, developers, and testers to compose cohesive and sound software designs that form the basis of…"
139,Senior Product Manager - Threat & Analytics Platforms,Lookout,"Remote in Washington, DC 20011",,"Experience working with designers on wireframes and mockups.EPP/EDR, UEBA, XDR, SOAR, anomaly detection, threat intelligence experience is desirable."
140,Backend Lead Software Engineer,Recruiting From Scratch,"Remote in Washington, DC 20057",,"Through automation and artificial intelligence, we eliminate paperwork and pay brokers a higher split of their commission revenue."
